"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
1.85410201358485e-181,-2.4976340807091,0.243,0.567,6.01377988106247e-177,"FXYD5"
4.10929366033402e-181,1.44323583682029,0.571,0.189,1.33284939872934e-176,"MAGED1"
8.19474556876839e-181,1.8188034709685,0.448,0.109,2.65796572523003e-176,"LIFR"
1.76789835425599e-180,2.08409334690645,0.333,0.042,5.73417831202931e-176,"C1QTNF4"
1.86635396911586e-179,3.24455795030373,0.312,0.036,6.05351909882729e-175,"PDGFRL"
2.23490374126373e-179,2.24844186022089,0.38,0.071,7.2489102847889e-175,"THSD4"
2.32142906497608e-179,2.75174485344084,0.315,0.037,7.52955517224993e-175,"FBN2"
3.40447106984914e-179,1.12655992638261,0.649,0.228,1.10424019150557e-174,"LAMC1"
6.83775856906765e-179,1.75749792987934,0.421,0.088,2.21782699187709e-174,"PYCR1"
1.08310400896908e-178,2.35112780616042,0.331,0.043,3.5130478530912e-174,"NFATC4"
2.36315178652125e-178,1.30664116745493,0.562,0.178,7.66488281958166e-174,"FERMT2"
2.81229139549756e-178,1.03005291342855,0.653,0.243,9.12166714129633e-174,"MXRA7"
2.91914306447989e-178,2.80524624529175,0.3,0.03,9.46824052964052e-174,"SPOCK1"
1.03108224861763e-177,-2.68778336665943,0.164,0.506,3.34431527339127e-173,"ARHGDIB"
6.18441881176193e-177,0.872937205928122,0.63,0.209,2.00591624159498e-172,"RARRES2"
9.25942407063627e-177,1.26516389812354,0.622,0.242,3.00329419731087e-172,"TMED3"
1.50893948433977e-176,3.38365137643731,0.321,0.042,4.89424521745606e-172,"FGF7"
2.60478944563174e-176,1.40058770427896,0.582,0.198,8.44863456690655e-172,"SPRY1"
6.29865680109378e-176,2.25801487064497,0.388,0.078,2.04296933343477e-171,"IL11RA"
8.10680669266948e-176,1.65340872715237,0.412,0.09,2.62944275076735e-171,"LARP6"
8.37535038790093e-176,2.04405447384297,0.358,0.06,2.71654489831567e-171,"AL132709.5"
1.849648282329e-175,1.76275270156165,0.595,0.222,5.9993342037341e-171,"PTN"
3.12787363754121e-175,1.31681012581968,0.467,0.114,1.01452581433649e-170,"FXYD1"
1.10123069354496e-174,2.92249404360244,0.305,0.034,3.57184175451307e-170,"CAPN6"
